article,volume,pageBegin,pageEnd
10.1016/j.scico.2013.09.016,ICFP-5,287,295
10.1109/TSMC.2018.2854158,ICFP-5,29,39
10.1007/BF00263577,ICFP-5,45,63
10.1145/1838552.1838556,ICFP-5,225,237
10.1016/S0076-5392(05)80054-2,ICFP-5,207,222
10.1109/JIOT.2014.2301819,ICFP-5,124,130
10.1109/SP.1984.10006,ICFP-5,22,27
10.1007/978-3-030-01090-4_18,ICFP-5,46,57
10.1007/s002360050003,ICFP-5,243,258
10.1007/BF00264276,ICFP-5,152,165
10.1515/arh-2007-0019,ICFP-5,285,303
10.7155/jgaa.00249,ICFP-5,54,65
10.1007/978-3-540-72734-7_26,ICFP-5,116,119
10.1007/978-3-319-15940-9_6,ICFP-5,156,168
10.1145/963927.963930,ICFP-5,206,210
10.22459/isftrr.11.2007.05,ICFP-5,43,52
10.1007/BF00289148,ICFP-5,243,257
10.21236/ada459021,ICFP-5,116,127
10.1016/j.ejor.2006.09.050,ICFP-5,11,24
10.1016/j.ejor.2011.02.006,ICFP-5,233,249
10.1016/J.IJPE.2014.12.001,ICFP-5,149,168
10.4230/LIPIcs.TIME.2018.9,ICFP-5,297,315
10.4204/EPTCS.209.2,ICFP-5,113,126
10.17863/CAM.11791,ICFP-5,166,174
10.1007/978-3-642-23217-6_28,ICFP-5,102,120
10.1007/11787006_36,ICFP-5,25,41
10.1007/978-3-319-13770-4_12,ICFP-5,93,112
10.1007/s00165-020-00505-4,ICFP-5,117,145
10.1016/j.cie.2016.03.024,ICFP-5,85,109
10.1007/BF00289140,ICFP-5,297,307
10.1007/BF01202280,ICFP-5,271,298
10.1007/978-3-540-92910-9_33,ICFP-5,196,210
10.3390/computation5030032,ICFP-5,270,290
10.1007/978-0-387-39940-9_3133,ICFP-5,134,155
10.1109/CSF.2008.9,ICFP-5,244,257
10.3233/FI-2009-148,ICFP-5,118,128
10.1109/SEFM.2005.26,ICFP-5,79,90
10.1017/cbo9781139195768,ICFP-5,296,311
10.1109/EMSOFT.2015.7318258,ICFP-5,128,140
10.1007/BF00289115,ICFP-5,280,292
10.1145/1067915.1067920,ICFP-5,61,80
10.1145/2396761.2398460,ICFP-5,247,265
10.1145/2103776.2103782,ICFP-5,183,203
10.1016/J.IPL.2019.01.008,ICFP-5,46,58
10.1007/978-3-642-30065-3_7,ICFP-5,147,169
10.1007/BF03037096,ICFP-5,238,248
10.1145/3297280.3297574,ICFP-5,148,167
10.1007/BF02679464,ICFP-5,232,246
10.1007/978-3-540-92221-6_27,ICFP-5,231,244
10.4230/LIPIcs.FSTTCS.2016.26,ICFP-5,160,167
10.1287/opre.31.6.983,ICFP-5,193,212
10.1017/S0960129516000116,ICFP-5,217,230
10.1007/3-540-45651-1,ICFP-5,252,266
10.1016/j.tcs.2008.11.018,ICFP-5,101,121
10.1007/s00446-014-0229-0,ICFP-5,133,146
10.1007/S11749-012-0292-4,ICFP-5,100,117
10.1016/j.tcs.2012.01.035,ICFP-5,117,131
10.1007/978-3-319-77935-5_21,ICFP-5,108,130
10.1109/TASE.2013.18,ICFP-5,203,224
10.7763/IJCTE.2011.V3.307,ICFP-5,261,282
10.1007/978-3-642-02295-1_5,ICFP-5,129,143
10.1109/SYNASC.2017.00014,ICFP-5,124,151
10.1007/978-94-009-7893-5_6,ICFP-5,216,230
10.1007/978-3-319-92612-4_2,ICFP-5,142,159
10.1007/s00236-016-0265-2,ICFP-5,233,247
10.1007/978-3-642-33469-6_57,ICFP-5,72,84
10.1016/j.amc.2010.08.050,ICFP-5,235,242
10.3390/ELECTRONICS8060711,ICFP-5,267,287
10.1007/s00236-013-0176-4,ICFP-5,90,102
10.1007/978-3-642-21257-4_61,ICFP-5,165,175
10.1016/J.APM.2009.03.037,ICFP-5,62,71
10.1007/978-3-540-74407-8_2,ICFP-5,281,295
10.1007/978-3-540-85780-8_20,ICFP-5,184,196
10.1109/SYNASC.2012.22,ICFP-5,82,105
10.1007/978-3-319-04921-2_13,ICFP-5,190,206
10.1145/2889443.2889447,ICFP-5,187,203
10.1007/978-3-319-43994-5_4,ICFP-6,205,223
10.1007/BF01530788,ICFP-6,9,19
10.1109/ITNG.2008.93,ICFP-6,295,305
10.18419/opus-3540,ICFP-6,64,80
10.1142/9789814317610_0009,ICFP-6,160,178
10.1109/IJCNN.2002.1007660,ICFP-6,42,51
10.1561/1900000020,ICFP-6,1,12
10.1007/978-3-319-30734-3_10,ICFP-6,26,43
10.14232/actacyb.22.2.2015.9,ICFP-6,150,159
10.1023/A:1022902408130,ICFP-6,107,124
10.1109/BigData47090.2019.9006240,ICFP-6,3,17
10.1007/3-540-45446-2,ICFP-6,82,98
10.1007/978-3-642-35182-2_14,ICFP-6,243,261
10.1016/J.IC.2020.104588,ICFP-6,36,51
10.1007/s42154-019-00081-1,ICFP-6,298,315
10.4204/EPTCS.96.16,ICFP-6,40,46
10.4204/EPTCS.276.6,ICFP-6,259,272
10.1145/2629679,ICFP-6,298,315
10.1007/s00236-013-0187-1,ICFP-6,184,194
10.1007/BF00289468,ICFP-6,99,109
10.1007/s10878-006-9003-y,ICFP-6,254,272
10.1109/ISISE.2008.15,ICFP-6,110,127
10.1145/1072997.1073000,ICFP-6,13,26
10.1002/9781118459898.CH2,ICFP-6,202,211
10.1007/BFb0014324,ICFP-6,188,212
10.1007/978-3-642-34883-9_10,ICFP-6,99,111
10.1007/0-306-47023-3_4,ICFP-6,1,4
10.3390/computers9020027,ICFP-6,72,89
10.1007/BF00265223,ICFP-6,216,234
10.1007/978-3-662-05324-9,ICFP-6,248,262
10.1145/1926385.1926389,ICFP-6,39,53
10.1109/TENCON.2002.1182652,ICFP-6,9,30
10.1007/978-981-10-3770-2_12,ICFP-6,139,144
10.1007/978-3-642-37036-6_19,ICFP-6,99,113
10.1007/s00453-004-1081-6,ICFP-6,93,105
10.14236/EWIC/RW1996.10,ICFP-6,300,319
10.1145/3297858.3304022,ICFP-6,2,13
10.1007/978-3-642-24488-9_20,ICFP-6,11,22
10.1016/J.DISC.2006.01.029,ICFP-6,161,166
10.1111/j.1475-3995.2006.00533.x,ICFP-6,216,221
10.1007/11499305_11,ICFP-6,157,171
10.4018/978-1-4666-3679-8.CH002,ICFP-6,190,216
10.1007/978-3-642-38236-9_29,ICFP-6,275,282
10.1109/CONTEL.2005.185918,ICFP-6,241,259
10.1007/BF00264022,ICFP-6,20,40
10.3103/S1066369X1001007X,ICFP-6,104,118
10.1142/S0129054107004589,ICFP-6,242,256
10.1007/978-3-319-67089-8_13,ICFP-6,131,149
10.1007/978-3-030-17138-4,ICFP-6,199,210
10.1007/978-3-319-47169-3_45,ICFP-6,81,92
10.1057/ejis.2012.50,ICFP-6,140,162
10.1145/1629335.1629361,ICFP-6,201,213
10.1007/978-3-540-27755-2_11,ICFP-6,86,101
10.1007/978-3-642-04081-8_31,ICFP-6,299,316
10.1017/S1471068411000147,ICFP-6,41,53
10.1109/ACCESS.2019.2943876,ICFP-6,197,208
10.4204/EPTCS.300.6,ICFP-6,86,97
10.1109/ICSME46990.2020.00045,ICFP-6,218,233
10.1109/ASE.2013.6693062,ICFP-6,272,276
10.1109/ESTC.2012.6485705,ICFP-6,175,191
10.1007/BF00289577,ICFP-6,126,148
10.1145/1597036.1597045,ICFP-6,284,306
10.1016/J.TCS.2019.06.032,ICFP-6,167,180
10.1117/12.2282947,ICFP-6,77,88
10.1109/ACCESS.2018.2873579,ICFP-6,20,42
10.1007/978-3-642-38905-4_1,ICFP-6,105,125
10.1007/BF00289019,ICFP-6,296,302
10.1109/ACSD.2011.23,ICFP-6,83,96
10.1088/0067-0049/194/2/28,ICFP-6,215,236
10.1007/978-3-030-03418-4_4,ICFP-6,237,257
10.4230/LIPIcs.CSL.2016.38,ICFP-6,222,239
10.1109/ICMSS.2010.5577517,ICFP-6,214,236
10.1109/LCOMM.2012.020212.112310,ICFP-6,247,257
10.1016/j.ic.2019.104498,ICFP-6,265,284
10.1007/s00236-006-0022-z,ICFP-6,229,243
10.1007/s00236-005-0003-7,ICFP-6,290,306
10.1007/11751595_114,ICFP-6,56,74
10.4230/LIPIcs.STACS.2020.48,ICFP-6,147,170
10.22028/D291-25730,ICFP-6,125,152
10.1007/978-3-319-60252-3_4,ICFP-6,128,146
10.1007/978-3-030-38919-2_19,ICFP-6,171,187
10.1016/S0304-3975(01)00094-9,ICFP-6,205,228
10.1007/s00236-008-0071-6,ICFP-6,100,103
10.1007/s00453-004-1137-7,ICFP-6,291,302
10.1080/00207543.2018.1496294,ICFP-6,66,81
10.1109/ITNEWS.2008.4488160,ICFP-6,38,47
10.1007/BFb0028255,ICFP-6,280,284
10.1007/978-3-642-21458-5_32,ICFP-6,17,21
10.1145/1101815.1101818,ICFP-6,2,9
10.4204/EPTCS.55.4,ICFP-6,284,300
10.1016/j.ins.2019.10.019,ICFP-6,55,67
10.1007/s00766-010-0101-0,ICFP-6,288,297
10.1109/TIME.2014.11,ICFP-6,96,113
10.1007/11560296_15,ICFP-6,128,153
10.1108/RPJ-07-2015-0091,ICFP-6,159,170
10.1109/ICPR.2010.213,ICFP-6,190,204
10.5815/IJISA.2018.01.05,ICFP-6,3,14
10.1023/A:1020887910943,ICFP-6,251,260
10.1007/3-540-45607-4_11,ICFP-6,147,166
10.1016/j.ipl.2018.04.014,ICFP-6,104,117
10.1137/S0097539797322425,ICFP-6,238,254
10.1007/978-3-030-54997-8,ICFP-6,109,122
10.1007/978-3-540-68679-8_41,ICFP-6,162,181
10.1007/978-3-642-16561-0_46,ICFP-6,222,236
10.1007/978-94-010-0413-8_11,ICFP-6,176,191
10.1017/S0960129503004055,ICFP-6,17,24
10.1080/08993400500222066,ICFP-6,46,60
10.1007/s00236-014-0207-9,ICFP-6,275,280
10.1145/3009837.3009840,ICFP-6,89,108
10.1007/978-3-319-19225-3_10,ICFP-6,97,115
10.1016/B978-044482830-9/50033-3,ICFP-6,124,131
10.1080/15326340903291347,ICFP-6,8,19
10.14236/EWIC/VOCS2008.29,ICFP-6,2,20
10.1142/S1793351X15400085,ICFP-6,223,232
10.1109/ICIS.2010.124,ICFP-6,141,153
10.1109/CANDAR.2014.38,ICFP-6,41,56
10.1145/2776892,ICFP-6,83,95
10.1016/j.artint.2017.07.005,ICFP-6,106,123
10.1007/978-3-642-31046-1_12,ICFP-6,42,60
10.1016/j.camwa.2010.04.048,ICFP-6,108,121
10.1007/s002360050157,ICFP-6,127,139
10.1007/978-1-4615-4016-8_3,ICFP-6,293,302
10.1007/3-540-65193-4_18,ICFP-6,266,275
10.1007/3-540-48344-6_11,ICFP-6,24,44
10.1007/978-0-387-35608-2_27,ICFP-6,135,150
10.4204/EPTCS.157.7,ICFP-6,20,36
10.17863/CAM.33349,ICFP-6,52,63
10.1007/978-3-642-31046-1_15,ICFP-6,167,185
10.1145/2603088.2603100,ICFP-6,266,290
10.1109/ICSTW.2017.32,ICFP-6,253,265
10.1109/TIP.2019.2899947,ICFP-6,151,181
10.1007/BF01720169,ICFP-6,255,267
10.1007/978-3-319-25840-9_10,ICFP-6,103,119
10.1201/9781315119335-48,ICFP-6,198,212
10.1109/CDC.2013.6761042,ICFP-6,166,186
10.1007/BF00271641,ICFP-6,296,311
10.1109/ISPDC.2011.17,ICFP-6,221,234
10.1109/ASWEC.2009.12,ICFP-6,22,40
10.1007/s00778-019-00573-w,ICFP-6,83,91
10.1007/PL00013300,ICFP-6,73,94
10.1016/j.disopt.2016.11.004,ICFP-6,51,66
10.7551/mitpress/1104.001.0001,ICFP-6,160,180
10.1016/j.fss.2013.04.015,ICFP-6,277,292
10.1007/s002360050140,ICFP-6,232,250
10.1007/978-1-4615-1507-4_2,ICFP-6,293,311
10.1007/978-3-662-55862-1_7,ICFP-6,219,233
10.1007/s00224-009-9237-z,ICFP-6,227,236
10.1016/j.entcs.2007.05.014,ICFP-6,289,300
10.1007/978-3-540-30550-7_10,ICFP-6,17,36
10.1007/978-3-540-71351-7_49,ICFP-6,61,78
10.1007/3-540-46466-2_13,ICFP-6,215,237
10.1007/s002360100072,ICFP-6,249,261
10.1007/S10208-018-9400-5,ICFP-6,14,27
10.1007/978-3-662-54458-7_24,ICFP-6,189,204
10.1109/ISPDC.2005.5,ICFP-6,30,40
10.1137/S0097539701383923,ICFP-6,248,270
10.1145/2911451.2911518,ICFP-6,279,286
10.1007/BF01185680,ICFP-6,250,263
10.1016/j.entcs.2004.10.012,ICFP-6,9,19
10.1023/A:1023603308841,ICFP-6,144,165
10.1145/2629638,ICFP-6,294,306
10.1007/s00236-013-0183-5,ICFP-6,47,59
10.1051/ita/2018009,ICFP-6,96,117
10.1007/978-3-540-75444-2_27,ICFP-6,225,237
10.1007/978-3-540-24611-4_5,ICFP-6,69,74
10.1016/S1571-0653(04)00056-3,ICFP-6,99,111
10.1007/978-3-540-68679-8_40,ICFP-6,208,226
10.1017/CBO9780511807251.015,ICFP-6,159,181
10.1007/978-3-642-12993-3_9,ICFP-6,21,37
10.1109/MASCOT.2004.1348192,ICFP-6,77,92
10.1007/978-3-540-27815-3_18,ICFP-6,123,134
10.1007/s41019-016-0026-9,ICFP-6,203,217
10.1145/2429069.2429101,ICFP-6,201,209
10.1016/j.tcs.2016.03.016,ICFP-6,135,152
10.1111/j.1567-1364.2011.00764.x,ICFP-6,189,199
10.12694/SCPE.V13I2.778,ICFP-6,44,52
10.1371/journal.pone.0167041,ICFP-6,102,127
10.1007/BFb0031988,ICFP-6,285,303
10.5220/0002126102290236,ICFP-6,151,171
10.1016/j.jpdc.2016.03.003,ICFP-6,150,166
10.1007/BF00264602,ICFP-6,148,167
10.1007/978-3-319-08123-6_1,ICFP-6,96,110
10.1109/CEC.2003.1299946,ICFP-6,155,161
10.4236/AM.2016.79088,ICFP-6,17,30
10.1007/978-3-642-31365-3_20,ICFP-6,188,202
10.1007/978-3-642-30891-8_15,ICFP-6,180,188
10.1109/ICSSSM.2006.320676,ICFP-6,4,21
10.1007/978-3-642-25992-0_39,ICFP-6,21,25
10.1109/TC.2010.141,ICFP-6,264,272
10.1145/1190095.1190099,ICFP-6,81,104
10.1007/11493785_15,ICFP-6,147,160
10.1007/978-3-319-05119-2_5,ICFP-6,187,206
10.1007/s10479-008-0353-y,ICFP-6,216,228
10.1109/ICDE.2016.7498260,ICFP-6,2,18
10.4230/DFU.Vol5.10452.1,ICFP-6,120,126
10.1016/j.jss.2018.03.010,ICFP-6,233,243
10.1080/14498596.2020.1739575,ICFP-6,280,285
10.1145/800105.803414,ICFP-6,6,27
10.1145/2892208.2897144,ICFP-6,73,83
10.1109/ICCCN.2002.1043107,ICFP-6,272,293
10.1109/AMS.2007.79,ICFP-6,122,139
10.1080/10916466.2011.603001,ICFP-6,66,78
10.1007/s00287-010-0446-2,ICFP-6,218,228
10.1007/s002360050139,ICFP-6,74,87
10.1002/NAV.10107,ICFP-6,141,153
10.1007/S10958-010-9973-2,ICFP-6,114,119
10.1109/BIC-TA.2011.41,ICFP-6,33,52
10.1007/978-3-642-02424-5_2,ICFP-6,79,84
10.1145/2505988,ICFP-6,90,107
10.1109/CSAE.2012.6272758,ICFP-6,44,54
10.4230/LIPIcs.FSTTCS.2019.47,ICFP-6,297,312
10.1007/978-3-319-22975-1,ICFP-6,170,184
10.1142/S0129054114500336,ICFP-6,207,222
10.4204/EPTCS.162.4,ICFP-6,257,272
10.1145/1073970.1073995,ICFP-6,97,109
10.1080/10618600.2016.1231064,ICFP-6,139,143
10.1016/J.TCS.2020.11.003,ICFP-6,70,90
10.1007/978-3-030-01461-2_8,ICFP-6,7,24
10.1109/UEMCON.2017.8249039,ICFP-6,296,311
10.1007/978-3-540-39984-1_8,ICFP-6,144,158
10.1007/s10472-005-0420-x,ICFP-6,143,149
10.4230/LIPIcs.CONCUR.2015.100,ICFP-6,75,93
10.1109/RTCSA.2010.20,ICFP-6,298,303
10.1016/j.tcs.2011.12.060,ICFP-6,146,163
10.1017/s0956796819000194,ICFP-6,225,245
10.1007/978-3-030-45231-5_22,ICFP-6,220,239
10.1007/978-3-540-72845-0_8,ICFP-6,87,112
10.1016/j.cam.2011.05.044,ICFP-6,77,92
10.1145/2245276.2232097,ICFP-6,246,262
10.2200/S00912ED2V01Y201904DTM059,ICFP-6,56,71
10.1007/s10472-017-9569-3,ICFP-6,182,196
10.1387/THEORIA.410,ICFP-6,282,299
10.1007/s10849-015-9218-3,ICFP-6,4,15
10.1007/0-306-48734-9_8,ICFP-6,145,164
10.1109/ICDE.2003.1260787,ICFP-6,164,183
10.1007/978-3-319-02444-8_21,ICFP-6,140,168
10.1016/J.JDA.2005.12.003,ICFP-6,104,124
10.1016/J.APM.2008.05.007,ICFP-6,181,201
10.1007/BF00286493,ICFP-6,273,288
10.1007/978-3-662-49498-1_7,ICFP-6,75,94
10.1109/ICSTW.2017.26,ICFP-6,51,70
10.1007/BF00289093,ICFP-6,266,278
10.1017/CBO9781139177801.009,ICFP-6,268,278
10.1007/BF00264288,ICFP-6,266,282
10.1007/978-3-319-90530-3_24,ICFP-7,191,210
10.1109/ICIEEM.2011.6035595,ICFP-7,190,204
10.1006/jcss.1998.1610,ICFP-7,212,221
10.1145/1244381.1244383,ICFP-7,260,275
10.1007/BF01213208,ICFP-7,116,131
10.1007/BF01189852,ICFP-7,103,117
10.4230/LIPIcs.STACS.2008.1324,ICFP-7,239,242
10.1007/11823230_17,ICFP-7,258,283
10.1109/APSEC.2003.1254398,ICFP-7,120,138
10.1007/978-3-319-94631-3_5,ICFP-7,152,166
10.1016/j.ins.2017.01.016,ICFP-7,298,304
10.1109/TITS.2019.2910591,ICFP-7,118,126
10.1016/j.comcom.2006.07.019,ICFP-7,212,224
10.1109/ICSTW.2011.71,ICFP-7,205,216
10.1007/978-3-319-07001-8_32,ICFP-7,63,84
10.1007/978-3-642-22600-7_19,ICFP-7,188,206
10.1016/j.ic.2002.08.001,ICFP-7,167,174
10.1214/EJP.V20-3577,ICFP-7,166,181
10.1007/BF00289046,ICFP-7,102,117
10.1145/1993886.1993930,ICFP-7,40,65
10.1007/s10009-015-0393-y,ICFP-7,97,106
10.1007/978-3-030-03596-9_12,ICFP-7,176,189
10.1007/s00236-003-0122-y,ICFP-7,80,96
10.1016/J.IJPE.2009.10.018,ICFP-7,23,30
10.1201/9781420013481.ch25,ICFP-7,137,153
10.1007/978-3-322-86771-1_12,ICFP-7,124,146
10.1051/ita:2006033,ICFP-7,154,157
10.1017/S0001867800004924,ICFP-7,169,182
10.1016/j.tcs.2006.09.004,ICFP-7,135,163
10.1007/978-3-319-10933-6_11,ICFP-7,282,297
10.2307/j.ctvc774cp.28,ICFP-7,246,254
10.1109/ICOSC.2015.7050840,ICFP-7,203,212
10.1007/978-3-319-08783-2_23,ICFP-7,136,147
10.1007/978-3-319-60252-3_24,ICFP-7,225,238
10.2313/NET-2017-09-1_01,ICFP-7,179,188
10.1016/j.dam.2014.07.023,ICFP-7,223,244
10.1007/BF00264015,ICFP-7,130,144
10.1109/SOCA.2011.6166223,ICFP-7,6,18
10.1145/3419111.3421289,ICFP-7,169,182
10.1007/BF01187035,ICFP-7,296,317
10.1515/PBJ-2015-0034,ICFP-7,61,71
10.1109/SAMOS.2014.6893194,ICFP-7,22,39
10.1109/WIOPT.2014.6850337,ICFP-7,35,52
10.1007/978-3-540-40018-9_5,ICFP-7,112,145
10.1007/978-3-642-27694-1_20,ICFP-7,114,127
10.1007/BF00289153,ICFP-7,223,238
10.1109/INFCOM.2007.115,ICFP-7,35,54
10.11606/T.55.2013.TDE-06012014-150025,ICFP-7,296,310
10.1137/S0895480104440134,ICFP-7,155,172
10.1002/spe.4380180105,ICFP-7,115,135
10.3233/FI-2017-1531,ICFP-7,109,114
10.4204/EPTCS.331.1,ICFP-7,299,317
10.1007/978-3-319-51963-0_5,ICFP-7,87,99
10.1007/978-3-642-18469-7_10,ICFP-7,287,304
10.1002/net.20172,ICFP-7,241,253
10.1007/s10951-015-0446-9,ICFP-7,126,141
10.1007/BFb0055077,ICFP-7,126,134
10.2178/bsl/1231081370,ICFP-7,115,132
10.1007/BF00264566,ICFP-7,142,151
10.1007/s00236-016-0259-0,ICFP-7,150,167
10.1142/S0129054102001527,ICFP-7,246,260
10.1016/j.entcs.2006.05.008,ICFP-7,44,54
10.1007/978-1-4419-5906-5_1356,ICFP-7,41,59
10.1145/1292609.1292616,ICFP-7,208,222
10.4018/978-1-60960-126-3.CH003,ICFP-7,22,38
10.1109/SPIRE.2000.878187,ICFP-7,275,289
10.11606/D.55.2002.tde-19062015-113225,ICFP-7,280,289
10.1016/j.scico.2009.07.001,ICFP-7,216,228
10.1109/icomssc45026.2018.8941856,ICFP-7,191,201
10.1016/j.amc.2008.12.053,ICFP-7,244,254
10.1016/S0304-3975(01)00387-5,ICFP-7,206,213
10.1109/CRV.2009.37,ICFP-7,90,110
10.1109/LICS.2012.30,ICFP-7,126,140
10.1007/978-3-030-03421-4_7,ICFP-7,50,65
10.1007/BF00264256,ICFP-7,20,32
10.1007/978-3-540-24730-2_18,ICFP-7,171,189
10.4028/www.scientific.net/AMM.263-266.2314,ICFP-7,100,114
10.1109/RELDIS.2002.1180181,ICFP-7,186,208
10.1007/s002360200082,ICFP-7,197,213
10.1016/J.INS.2017.01.037,ICFP-7,273,281
10.1016/j.ins.2008.06.020,ICFP-7,17,32
10.1109/TC.2012.252,ICFP-7,215,230
10.1007/BF01178920,ICFP-7,271,280
10.1007/s10270-016-0575-4,ICFP-7,233,248
10.1017/S0143385710000015,ICFP-7,180,191
10.1080/00207543.2011.627388,ICFP-7,90,110
10.1007/978-1-4419-5906-5_1142,ICFP-7,50,62
10.1002/SPE.V35:6,ICFP-7,173,178
10.1007/BF00999725,ICFP-7,54,72
10.1007/978-3-540-89439-1_6,ICFP-7,202,226
10.4230/LIPIcs.FSTTCS.2016.27,ICFP-7,148,163
10.1109/TASE.2008.8,ICFP-7,148,176
10.1109/ICSM.2004.1357839,ICFP-7,101,121
10.1007/BF02946622,ICFP-7,46,58
10.1002/NAV.21639,ICFP-7,95,106
10.1504/IJIIDS.2015.070826,ICFP-7,95,109
10.1007/s10878-020-00592-2,ICFP-7,143,152
10.1007/978-3-642-05118-0_57,ICFP-7,22,37
10.4230/LIPIcs.FSCD.2018.26,ICFP-7,11,30
10.1007/BF01213080,ICFP-7,216,225
10.1016/0304-3975(94)90105-8,ICFP-7,282,295
10.1145/800176.809969,ICFP-7,20,31
10.1002/3527602968.CH4,ICFP-7,285,291
10.1016/j.comnet.2003.10.009,ICFP-7,19,31
10.1016/J.OMEGA.2014.11.002,ICFP-7,110,127
10.1016/j.entcs.2008.12.081,ICFP-7,131,147
10.24251/HICSS.2017.726,ICFP-7,299,314
10.14778/3007263.3007269,ICFP-7,288,309
10.1007/s11047-018-9691-0,ICFP-7,38,49
10.1007/978-3-642-30409-5_7,ICFP-7,298,321
10.1111/J.1744-7410.2000.TB00013.X,ICFP-7,33,52
10.1002/DAC.V23:9/10,ICFP-7,176,190
10.1007/BF00269806,ICFP-7,152,163
10.1007/978-3-030-24766-9_21,ICFP-7,102,122
10.1007/s00037-013-0069-5,ICFP-7,255,275
10.1145/1099423.1099432,ICFP-7,246,257
10.1007/3-540-44977-9_14,ICFP-7,269,283
10.1613/jair.3351,ICFP-7,36,53
10.14418/wes01.1.593,ICFP-7,57,69
10.1145/74587.74611,ICFP-7,112,128
10.1007/s00165-018-0467-1,ICFP-7,216,228
10.1016/0890-5401(89)90064-3,ICFP-7,191,209
10.1145/2786758,ICFP-7,264,281
10.1016/j.tcs.2015.08.042,ICFP-7,53,63
10.1201/9781420067859-c13,ICFP-7,267,275
10.4156/JNIT.VOL2.ISSUE1.5,ICFP-7,109,124
10.1016/S1571-0661(05)80393-7,ICFP-7,90,96
10.4304/jcp.7.12.2931-2938,ICFP-7,116,139
10.1007/BF00263579,ICFP-7,6,17
10.1007/BF01178584,ICFP-7,101,116
10.6100/IR557134,ICFP-7,266,282
10.1007/978-3-030-57628-8_16,ICFP-7,222,239
10.3929/ETHZ-A-010863881,ICFP-7,3,17
10.1007/3-540-45749-6_14,ICFP-7,170,180
10.6688/JISE.2002.18.3.3,ICFP-7,49,66
10.1109/AICT.2005.60,ICFP-7,254,272
10.1007/978-3-030-11072-7_16,ICFP-7,93,107
10.1155/2012/541890,ICFP-7,299,309
10.1016/J.PARCO.2005.02.011,ICFP-7,120,130
10.1016/j.adhoc.2007.06.005,ICFP-7,253,263
10.1145/3341301.3359636,ICFP-7,69,84
10.1093/bioinformatics/btw531,ICFP-7,271,289
10.1007/BF00288767,ICFP-7,159,178
10.1109/SciVis.2018.8823761,ICFP-7,264,279
10.4204/EPTCS.308.4,ICFP-7,195,202
10.14778/2733085.2733099,ICFP-7,86,101
10.1007/s10270-014-0416-2,ICFP-7,222,239
10.1109/ICDE.2019.00079,ICFP-7,290,308
10.1145/1637837.1637839,ICFP-7,291,311
10.1016/j.dam.2018.02.026,ICFP-7,122,137
10.2478/s11532-007-0004-1,ICFP-7,186,200
10.1049/sej.1991.0046,ICFP-7,152,164
10.1007/978-3-030-59152-6_21,ICFP-7,50,63
10.1007/978-3-319-96154-5_27,ICFP-7,54,57
10.1007/978-3-319-20328-7_5,ICFP-7,18,34
10.1137/1.9781611973082.30,ICFP-7,195,210
10.1016/j.entcs.2005.09.031,ICFP-7,49,65
10.1016/b978-0-444-88074-1.50021-4,ICFP-7,54,70
10.1007/s00236-010-0128-1,ICFP-7,253,261
10.1016/j.camwa.2010.12.028,ICFP-7,21,33
10.1016/J.JVCIR.2018.12.052,ICFP-7,80,90
10.1109/CCDC.2016.7531348,ICFP-7,234,248
10.1016/S0169-023X(02)00023-X,ICFP-7,255,269
10.1016/J.TRC.2007.05.002,ICFP-7,179,194
10.1145/2934466.2934473,ICFP-7,211,230
10.4213/DM203,ICFP-7,30,47
10.1145/2534732.2534738,ICFP-7,39,64
10.1007/978-981-15-8135-9_13,ICFP-7,55,72
10.1007/s00236-004-0153-z,ICFP-7,230,245
10.1007/978-3-662-44522-8_15,ICFP-7,42,62
10.1080/00207160410001684343,ICFP-7,189,212
10.1007/978-3-319-96142-2_22,ICFP-7,163,174
10.1016/j.entcs.2009.05.033,ICFP-7,5,17
10.14232/actacyb.24.3.2020.9,ICFP-7,17,34
10.3990/1.9789036536790,ICFP-7,177,184
10.1080/0952813031000119719,ICFP-7,196,212
10.1016/j.ipl.2009.11.015,ICFP-7,186,205
10.1007/s00236-009-0106-7,ICFP-7,172,183
10.1007/s10849-009-9088-7,ICFP-7,179,193
10.1007/978-3-540-31847-7_8,ICFP-7,39,53
10.1007/978-3-540-74407-8_15,ICFP-7,242,259
10.1007/978-3-319-63046-5_31,ICFP-7,243,254
10.1016/J.EJOR.2008.03.043,ICFP-7,180,194
10.1007/978-3-319-09704-6_23,ICFP-7,260,271
10.1007/978-3-319-11104-9_42,ICFP-7,86,100
10.1142/9789812704979_0006,ICFP-7,161,173
10.1007/978-3-642-02742-0_37,ICFP-7,76,83
10.1016/j.jss.2009.06.058,ICFP-7,54,70
10.1007/s002360050075,ICFP-7,233,245
10.1109/TIP.2009.2017360,ICFP-7,67,77
10.1016/J.TCS.2020.03.020,ICFP-7,153,163
10.14778/1453856.1453961,ICFP-7,243,257
10.1007/978-3-540-40018-9_10,ICFP-7,41,48
10.1109/TPDS.2020.3036014,ICFP-7,233,237
10.1016/j.ic.2008.08.004,ICFP-7,52,61
10.1016/S0020-0190(01)00181-8,ICFP-7,117,130
10.1007/3-540-45007-6_34,ICFP-7,216,231
10.1017/S0963548302005138,ICFP-7,58,72
10.1007/BF00263991,ICFP-7,224,245
10.1145/1289971.1289976,ICFP-7,263,273
10.1109/UCC.2014.41,ICFP-7,41,54
10.1016/J.TCS.2018.06.012,ICFP-7,108,115
